,1. Buy & Hold,2. VT Buy & Hold,3. Risk Parity,4. RORO Crash,5. 2D Signal,6. RORO 2D,7. VT RORO 2D,8. Multi-Asset,9. Ensemble WFO,10. Full Stack
2019-03-22,1.0549446310007364,1.0370025005203385,1.0346260948174713,1.0733230263957105,1.0369448138067248,1.056565542609124,1.0468876650435772,1.0460429426595566,1.0620456946449028,1.0383012740979078
2019-03-25,1.0541512515032523,1.0363268672210004,1.0378337463205243,1.0782532473176434,1.0371094082216148,1.0614187894094442,1.0516964573103784,1.0505354817746104,1.0665833533304592,1.0412222500691337
2019-03-26,1.0620089288879309,1.0422046082066863,1.0406142746601015,1.0759729987475697,1.0372740287626026,1.0591741417046299,1.049472370020218,1.0493210877698036,1.0649452687273038,1.0443634812700426
2019-03-27,1.056455690634058,1.0380521643513987,1.0372203069556063,1.074347945585637,1.0374386754338347,1.0575744600304449,1.0478873410322718,1.0473687743637676,1.0630931177881393,1.040428366830926
2019-03-28,1.0604602286880445,1.0411709139666054,1.0350327130715276,1.0675222991302253,1.0376033482394593,1.0508553804304874,1.0412298065301802,1.0447408289103757,1.0670551144762612,1.037823438748154
2019-03-29,1.0671468662240378,1.0465576731059325,1.0375096650047058,1.0737197047729359,1.0377680471836244,1.0510696847110743,1.0414421478368618,1.0472410134776444,1.0749021220226118,1.0408428495776612
2019-04-01,1.079802461160187,1.0569740447069695,1.0420204555192374,1.0864532488507528,1.0460692741718083,1.0581080033186192,1.0465792705397174,1.0517941130673258,1.090157177065791,1.0465100533466953
2019-04-02,1.0803315202346826,1.0574046110735897,1.0452007278111495,1.0869855665393993,1.0458691926677801,1.0604817893045795,1.048986568917879,1.0550042148046448,1.0906978202963251,1.049210987123569
2019-04-03,1.0820312009293458,1.0588117041283711,1.046738059550737,1.0842899560056454,1.0460352036507434,1.0583821462613938,1.046909685208949,1.0532215249403314,1.0880456570669663,1.0467966007717275
2019-04-04,1.0849023397012119,1.0612958532649333,1.047099793790862,1.086258436193914,1.0462012409846564,1.0603035919733947,1.0488103031781795,1.0548239813694695,1.0900444732518249,1.048697013441192
2019-04-05,1.0901536169655308,1.066063490510407,1.0504977444672037,1.0860850685594794,1.0463673046737016,1.0601343667509264,1.0486429122929406,1.0553739041293748,1.0900219001883156,1.0485296406370772
2019-04-08,1.09098463702958,1.0668357619371316,1.0505708761807666,1.0871703401503545,1.0465333947220627,1.0611937070770678,1.049690769771723,1.0562322651073623,1.0910094480679184,1.0495773849290442
2019-04-09,1.0853937582091424,1.0612512973167822,1.0477020755735833,1.0906810942053489,1.0466995111339235,1.0646205758690734,1.0530804926057333,1.0583840906784467,1.0931386407511579,1.052966741614088
2019-04-10,1.0890959170450576,1.06486974116744,1.052881439312788,1.0928015465196121,1.0468656539134686,1.0666903625151494,1.0551278435495748,1.061076654398953,1.0955035838753935,1.0550138714084525
2019-04-11,1.0887935378269864,1.0645341106807615,1.048587444672076,1.0857444864574548,1.0470318230648836,1.0598019224502828,1.04831407156243,1.0547294204904347,1.0894897889261128,1.048200835427079
2019-04-12,1.0961602149322518,1.0724030786417724,1.053129275171341,1.08320060309822,1.0471980185923544,1.0573188221368721,1.0458578871146502,1.05366613482356,1.088565256334018,1.0457449162898986
2019-04-15,1.0954425347964145,1.0716185679843808,1.0511428977401176,1.0825263045606417,1.0459887960710992,1.0560979129017747,1.0445194732982033,1.0527439262855012,1.0878809766156412,1.045093934130438
2019-04-16,1.0961602149322518,1.0723995583369623,1.0428393845358448,1.077065893764435,1.046674076546709,1.0567898163741276,1.0452807139635865,1.046832546652452,1.083460365563595,1.0398223373323425
2019-04-17,1.093478115450245,1.06919559767853,1.040132427799821,1.0759342880065492,1.0441130604102957,1.054204048910142,1.0421577750752575,1.0454092090731537,1.082043382931896,1.0387298610494002
2019-04-18,1.0956311558577565,1.0717724671760966,1.0426057081294784,1.0782646752384648,1.0461689018371247,1.0562797593272006,1.044669480686536,1.0477177925099717,1.0843455736204763,1.040684578542197
2019-04-22,1.0965759340785353,1.0729295257102185,1.039649572036952,1.0773086227723752,1.047071028057639,1.057190604282938,1.045797279519762,1.046380492145508,1.0837473820170094,1.0376020334264526
2019-04-23,1.1064356713759484,1.08601144879281,1.0451928720949732,1.0775170758501944,1.056485647645343,1.0666962128847557,1.0585483868784724,1.04765830479466,1.085860873335212,1.0435943300508097
2019-04-24,1.1039802517503656,1.082906035687949,1.0451614616090172,1.0813851767094325,1.0541410779062375,1.064328983697003,1.055521503472781,1.0470925367744799,1.0829822429421754,1.0435222924565282
2019-04-25,1.1033002121810933,1.0820327695706409,1.0445227915170194,1.0801783628669874,1.0534917387143135,1.0636733688683049,1.0546703205125834,1.0463205615011797,1.0822878784334864,1.042858497664879
